address	name	kind	sources	facts	note
0045e724	PHYS_CollideSphereTriangle	descriptive	analysis engine.md physics 2026-09-26; blind review (high); adjudicated AGREE	call:0045ddec; call:0045e260; call:0045df78; caller:0045f5c8	Sphere vs triangle: plane band by side flags, edge planes classify face, edge or vertex; returns +-2 face, +-1 edge or vertex (sign = side).
# Fixed step, damage and demo recording (overnight session 2026-09-26, item 4): analysis + blind review + adjudication
00443853	ENT_TakeDamage	descriptive	analysis engine.md fixed step 2026-09-26; blind review (medium, as ENT_ApplyDamage, which 0x443619 already holds); adjudicated PARTIAL	call:0041a7e0; const:c350; const:2b; const:33	Subtracts a float amount from health (+0x38; scaled when the action is 0x2b), spawns four hit particles, plays a sound, sets the 50,000 hurt timer (+0x114); at zero requests death (0x33 swimming, else 0x32).
00443948	ENT_TakeDamageQuiet	descriptive	analysis engine.md fixed step 2026-09-26; blind review (low); adjudicated AGREE	ref:004c58d8; const:c350; const:32; caller:00421717	ENT_TakeDamage without the hit particles; used for the two lightest landing damages.
0040d833	DEMO_RecordFrame	descriptive	analysis engine.md fixed step 2026-09-26; blind review (high); adjudicated AGREE	const:1800; const:6c; ref:0052eb98; call:0040edaf	In demo mode 0 appends the 11 input-action words and player state to a 6,144-frame buffer of 0x70-byte records, counting identical repeats; saves when full.
0040e4ed	DEMO_PlayFrame	descriptive	analysis engine.md fixed step 2026-09-26; blind review (high, as DEMO_PlaybackFrame); adjudicated AGREE	ref:0049d33a; ref:004c3924; call:0040dbf1; call:0040e2ec	In demo mode 1 loads the recorded input words (and on each new record the player state, blending the position); stops at the end or on a key.
0040dbf1	DEMO_StopPlayback	descriptive	analysis engine.md fixed step 2026-09-26; blind review (medium); adjudicated AGREE	call:0040e2c1; ref:0049d336; ref:004a4780; caller:0040e4ed	Ends playback: demo mode back to 2, index reset, all input words cleared.
0040edaf	DEMO_SaveReplay	descriptive	analysis engine.md fixed step 2026-09-26; blind review (high); adjudicated AGREE	str:replay.bin; call:0045c933; ref:0052eb98; caller:0040d833	Writes data\replay.bin (frame count, then count x 0x70 bytes) and returns demo mode to 2.
0040dce4	INPUT_UpdateActions	descriptive	analysis engine.md fixed step 2026-09-26; blind review (medium); adjudicated AGREE	ref:0049d2f8; ref:004a3154; ref:00626fd8; call:0040ece9	Fills the 11 input-action words (0x49d2fe..0x49d326) from the active device (0x49d2f8): keyboard flags, joystick axes, or a key code.
0040eb4f	CTRL_Init	descriptive	analysis engine.md fixed step 2026-09-26 (installs CTRL_Dispatcher as the input callback); blind review (low, as INPUT_Init, which 0x43a169 holds); adjudicated PARTIAL	call:0043a306; call:0043b23e; const:27; const:2a	Registers CTRL_Dispatcher through dispatcher message 0x27 and queries the input devices (0x28-0x2a); run by the boot, menu and caption loops.
0041a7e0	ENT_SpawnHitParticle	descriptive	analysis engine.md fixed step 2026-09-26; blind review (low); adjudicated AGREE	ref:005e23a0; const:41800000; const:3fff; call:00457434	Takes a slot in the 16-entry hit-particle ring and places it at the actor with random jitter scaled by its radius.
00419f02	ENT_SpawnTrailParticles	descriptive	analysis engine.md fixed step 2026-09-26; blind review (low); adjudicated AGREE	ref:005e23bc; const:447a0000; call:004579d0; ref:00661e04	Emits one or two particles into the 64-entry trail ring from the actor's position and velocity (lifetime 1000).
# Player controls (overnight session 2026-09-26, item 5): analysis + blind review + adjudication
00423767	ENT_TickPlayerControl	descriptive	analysis ai-animation-runtime.md controls 2026-09-26; blind review (medium, as INPUT_TickPlayerControl); adjudicated PARTIAL	call:00421717; call:00422cd7; ref:00630905; const:c8	Per-frame player control: enemy scan and combat stance (800/1500/2500 by weapon, 60-unit hold), then the ground, swimming or flying controller by mode +0x34; with Insert held the arrows become look keys.
00421717	ENT_TickPlayerGround	descriptive	analysis ai-animation-runtime.md controls 2026-09-26; blind review (medium, as INPUT_TickGroundControl); adjudicated PARTIAL	call:00442431; const:27; const:44; ref:0049da90	Ground controller: landing damage and knock-down from the last fall speed, slot keys 1/2/3 (select, cast), pick-up, jumps, take-off into flight, walking, stepping back, and the combat-stance attack chains.
00422cd7	ENT_TickPlayerFlying	descriptive	analysis ai-animation-runtime.md controls 2026-09-26; blind review (medium); adjudicated AGREE	ref:004c4864; ref:0049da78; const:19; call:0042153a	Flying controller: drains magic by 0.04 per frame-time unit; out of magic or on a hard impact requests 0xe, which ends the flight (mode 1, airborne, state 0x19, downward speed 20/dt); arrows 0x24/0x26/0x3d/0x3c.
00422af2	ENT_TickPlayerSwimming	descriptive	analysis ai-animation-runtime.md controls 2026-09-26 (mode 2 = swimming: water damping 0.7, camera sway, oxygen +0x40); blind review (low, mode unknown); adjudicated PARTIAL	ref:004c485c; ref:0049d316; const:d8; call:0042153a	Swimming controller: arrows 0x24/0x26/0x3d/0x3c, Alt picks up and plays 6 or 7, flight-capable forms fire with Ctrl.
0040ece9	INPUT_UpdateKeyStateRepeat	descriptive	analysis ai-animation-runtime.md controls 2026-09-26; blind review (medium); adjudicated AGREE	ref:0049d2fa; ref:005df488; const:28; call:MGM_SendMessage	Updates a direction action word (bit 0 held, 1 released, 2 edge) with auto-repeat every 40 ticks while held.
0040ec72	INPUT_UpdateKeyState	descriptive	analysis ai-animation-runtime.md controls 2026-09-26; blind review (high); adjudicated AGREE	caller:0040dce4; caller:MENU_Tick; caller:MENU_HandleGameMenuInput	Updates a button action word (bit 0 held, 1 released, 2 edge) without repeat.
0042098e	ENT_TestNoHostilesAlive	descriptive	analysis ai-animation-runtime.md controls 2026-09-26; blind review (medium); adjudicated AGREE	ref:004fb728; ref:005011a8; const:2000; caller:SCENE_CheckExits	True when no living walker of the other side (+0xa8 bit 0x2000) remains; the LINK flag 2 exit condition.
00428a24	SCENE_IsTriggerDone	descriptive	analysis ai-animation-runtime.md controls 2026-09-26; blind review (low, as GAME_GetTriggerFlag); adjudicated PARTIAL	ref:006155e4; caller:SCENE_CheckExits	Returns the level's trigger-completion flag (set by SCENE_TickTriggers); the LINK flag 0x10 exit condition.
00420b1a	INPUT_TestCtrlPressed	descriptive	analysis ai-animation-runtime.md controls 2026-09-26; blind review (medium); adjudicated AGREE	ref:0049d31a; caller:SCENE_CheckExits	True on the frame Ctrl is pressed; the LINK flag 0x20 exit condition.
00442431	ENT_GetMagicAfterCost	descriptive	analysis ai-animation-runtime.md controls 2026-09-26; blind review (low, as ENT_ComputeSlotCostBalance); adjudicated PARTIAL	const:1000002; const:10004; const:100; caller:00421717	Magic left after paying for the item in the active slot (costs 1 to 60 by item id); negative means it cannot be used.
0042153a	ENT_FindNearbyPickup	descriptive	analysis ai-animation-runtime.md controls 2026-09-26; blind review (medium); adjudicated AGREE	const:471c4000; call:MDL_SetNodePosition; call:DSOUND_PlaySound; ref:004fb728	Finds the first collectable actor within 200 units of the player (skipping walkers and removed ones) and returns it.
# Entity update, inventory (overnight session 2026-09-26, item 6): analysis + blind review + adjudication
0042a182	ENT_AddInventoryItem	descriptive	analysis ai-animation-runtime.md entities 2026-09-26; blind review (medium, as ENT_AddItem); adjudicated PARTIAL	call:MGM_PostMessage; const:41; ref:0049dfda; ref:0061520c	Adds a named object to the actor's 32-slot inventory (+0x30): counts a repeat, else takes the first empty slot; posts UI message 0x41.
0042a3a3	ENT_HasInventoryItem	descriptive	analysis ai-animation-runtime.md entities 2026-09-26; blind review (medium, as ENT_HasItem); adjudicated PARTIAL	call:strncmp_; call:strlen_; const:20; caller:00420a99	True when a held object's name is a prefix of the query.
0042a448	ENT_ResetInventory	descriptive	analysis ai-animation-runtime.md entities 2026-09-26; blind review (medium); adjudicated AGREE	const:3b8; const:42480000; ref:004a014c; const:20100	Clears the 0x3b8-byte inventory block at 0x61520c (32 names, counts, 50.0 per slot, flags).
004079f3	ENT_TiltToSlope	descriptive	analysis ai-animation-runtime.md entities 2026-09-26; blind review (medium, as ENT_UpdatePitch); adjudicated PARTIAL	const:298; const:7ff; const:fff; caller:ENT_TickEntity	Eases a walker's pitch (+0x6c) toward the floor slope along its heading (+0x298).
004067a2	ANIM_StartClip	descriptive	analysis ai-animation-runtime.md entities 2026-09-26; blind review (medium, as ENT_RestartClip); adjudicated PARTIAL	const:3f800000; ref:005e5388; call:ANIM_ApplyModelLinear; call:0045adb8	Starts the current action's clip: frame 1.0, pose the model, then advance by speed x dt; run when an action begins.
004071bb	ENT_TrackTarget	descriptive	analysis ai-animation-runtime.md entities 2026-09-26; blind review (medium); adjudicated AGREE	ref:004c34a0; const:3fe921fb; call:0045b194; call:MATH_MulMat3	Turns the head (and turret) sub-nodes toward the current target, clamped to +-45 degrees, and back to rest out of range.
00420a99	ENT_CheckRequiredItem	descriptive	analysis ai-animation-runtime.md entities 2026-09-26; blind review (medium); adjudicated AGREE	call:0042a3a3; caller:SCENE_CheckExits; const:30	LINK exit item test: true without an inventory, else ENT_HasInventoryItem, inverted by LINK flag 8.
